M-neskin-Beggin,Billie-Eilish-bad-guy,Taylor-Swift-The-Man,Olivia-Rodrigo-deja-vu,Olivia-Rodrigo-traitor,Zedd-Alessia-Cara-Stay,Conan-Gray-Heather,Lil-Nas-X-MONTERO-Call-Me-By-Your-Name-,Charlie-Puth-Left-And-Right,DJ-Khaled-I-m-The-One,Ed-Sheeran-Shape-of-You,The-Chainsmokers-Paris,5-Seconds-of-Summer-Youngblood,GAYLE-abcdefu,Ti-sto-The-Business,Ti-sto-Ava-Max-The-Motto,Imagine-Dragons-x-J-I-D-Enemy,Dove-Cameron-Boyfriend,Elley-Duh-MIDDLE-OF-THE-NIGHT,Tate-McRae-you-broke-me-first,24kGoldn-Mood,Kygo-Ellie-Goulding-First-Time,Lewis-Capaldi-Before-You-Go,Kali-Uchis-telepat-a,Camila-Cabello-Bam-Bam,Kygo-Selena-Gomez-It-Ain-t-Me,Doja-Cat-Woman,Imagine-Dragons-Believer,Jaymes-Young-Infinity,Ed-Sheeran-Galway-Girl,Calum-Scott-Dancing-On-My-Own,Calvin-Harris-Feels,Bruno-Mars-That-s-What-I-Like,Coldplay-X-BTS-My-Universe,Regard-Ride-It,Lil-Nas-X-Jack-Harlow-INDUSTRY-BABY,Joji-Glimpse-of-Us,Harry-Styles-Falling,Lady-Gaga-The-Cure,Lost-Frequencies-ft-Calum-Scott-Where-Are-You-Now,POP-SMOKE-WHAT-YOU-KNOW-BOUT-LOVE,Marshmello-x-Jonas-Brothers-Leave-Before-You-Love-Me,Doja-Cat-Need-to-Know,Glass-Animals-Heat-Waves,The-Kid-LAROI-Justin-Bieber-STAY,Billie-Eilish-Khalid-lovely,Farruko-Pepas,Taylor-Swift-Delicate,Post-Malone-Swae-Lee-Sunflower,Cheat-Codes-No-Promises-ft-Demi-Lovato,Billie-Eilish-everything-i-wanted,Future-Mask-Off-Official-Music-Video-xvZqHgFz51I-,Imagine-Dragons-Thunder,The-Weeknd-Blinding-Lights,Marshmello-Khalid-Numb,Harry-Styles-Watermelon-Sugar,The-Weeknd-Save-Your-Tears,Elton-John-Dua-Lipa-Cold-Heart,Dua-Lipa-Levitating,Powfu-death-bed,Justin-Bieber-Peaches-ft-Daniel-Caesar,The-Weeknd-Out-of-Time,Alec-Benjamin-Let-Me-Down-Slowly,Lil-Nas-X-STAR-WALKIN,Anne-Marie-2002,Ti-sto-10_35,Rosa-Linn-Snap,Harry-Styles-Adore-You,Selena-Gomez-Lose-You-To-Love-Me,Oliver-Tree-Robin-Schulz-Miss-You,Lady-Gaga-Bradley-Cooper-Shallow,Calvin-Harris-Dua-Lipa-One-Kiss,Taylor-Swift-cardigan,SHAKIRA-BZRP-Music-Sessions-53,Imagine-Dragons-Bad-Liar,Taylor-Swift-You-Need-To-Calm-Down,LISA-MONEY-,ROSAL-A-DESPECH-,Kendrick-Lamar-HUMBLE,Lewis-Capaldi-Someone-You-Loved,Axwell-and-Ingrosso-More-Than-You-Know,Taylor-Swift-Lover,Post-Malone-Circles,Khalid-Young-Dumb-Broke,Panic-At-The-Disco-High-Hopes,Harry-Styles-Golden,Marshmello-ft-Bastille-Happier,SZA-Good-Days,Ed-Sheeran-Shivers,Ed-Sheeran-Perfect
0.050382085809125586,0.009075053687234528,0.011704740337297029,-0.023794083368210567,0.041660550274426424,0.03519131655984081,-0.1334750035913979,-0.20210916619551808,0.0791777604780857,-0.03483737329518573,-0.10391510938056975,-0.07407044323250717,-0.013600241619607677,0.10086558909898394,0.10350158313910167,-0.0019209802998185722,-0.026720405184606992,-0.05539100692117003,-0.05477039939478824,-0.04893464133853004,0.003939806620279948,-0.11950740617575105,-0.0698565079913876,0.036237604477826285,0.05242040008306503,-0.04717929531429813,-0.19547463451642447,-0.12994898079727102,-0.14670032212714187,0.09309540561695195,-0.06684489703286288,-0.001891696399637402,-0.012473644238512663,-0.05105172826888713,-0.07558672652285323,0.09701304334275265,0.018698015783587072,-0.12821963682013043,-0.06815074739002046,0.08528467961129425,-0.07047260375249953,-0.01801773996064157,-0.0021676843816583807,0.016235631577512052,0.008705477171306368,-0.10967466831207276,-0.09342570531935919,0.17182742179708277,-0.03774713292533969,-0.03595999823676215,-0.04538428783416748,-0.05516577591945556,0.0982963150622798,-0.08886940669650814,-0.04130572583301958,-0.001704988025483631,-0.07788007422144633,-0.209833445511465,-0.07508418871008832,-0.09598778034078664,-0.018838829464382596,0.01779456404657323,-0.03226147667836335,-0.10295668230370177,0.02614090123127416,0.033837086587979646,-0.07410960617460735,-0.0016027302502497145,-0.11276469944755813,-0.09762537126710429,-0.0786750493226228,0.0744232468540893,-0.020048828125,-0.06275757080918058,-0.07752902742842553,-0.0534184319632394,-0.00259242338292739,0.05001116098847779,-0.1165186011272928,-0.12227906007817722,0.060738605818724985,0.03882267895866843,-0.2791811850218646,-0.041426979095829645,-0.007171105365363919,-0.15091405596051896,-0.008463781790671941,0.01919781845227807,0.11479005893739332,0.21172045194185696
0.21848144889437537,0.31149903084467917,-0.017947671927657782,0.17122486659458705,0.08300327349312697,0.13120607367143944,0.2417856728158346,0.17318205582468132,0.22095681436406742,0.1289898653208099,0.03247965243379426,0.20200357895230622,0.021696107283882472,0.13653633031952248,0.14476673801740012,0.2736239320293987,0.22037309100370453,0.1406587679710614,0.24639326396741365,0.08599780854724702,0.31776812235514323,0.14662917618899002,-0.013687560228797479,0.29405270744772516,0.20162247866392136,0.20667975967850427,0.32370880601319624,0.05041656845725626,-0.02993367299312303,-0.05849847841502434,0.02269292632918552,0.1286589618220992,0.3071547594115632,0.14214638784422096,0.07484741700001252,-0.061560383248836434,-0.011668653569669805,0.2260421494306144,0.18197838919503348,0.25846064573078487,0.043008213951474146,0.21813238895300663,0.20651682073419744,0.14658430383560506,0.19225489942333365,0.1595938491821289,0.19132289756723,0.13579455436544216,0.021791693605022665,0.22617419772677952,0.10845189624362522,0.06552372176754434,0.2202776740579044,0.12600493340437857,0.08285798509436917,0.17149772845878802,0.04323246967361634,0.2829099640132874,0.08019140492314877,0.1722210631973442,0.3137493711529356,0.051803949053195415,0.09933359609485345,0.1369177948141322,0.2359467732537653,0.20472573970562846,0.3081930684302137,0.06579865059351812,0.16224161783854166,0.04812883907521265,0.03511137432522244,0.27855899622622093,0.07745020086115056,0.22832712995896645,0.08437495164468255,0.22075818379720052,0.28582346299115347,0.07227925234620676,0.08870247135991635,-0.02295590976980281,0.04297070432766318,0.16450878752379858,0.054912600897054756,-0.149341228037228,0.16443275918765943,0.31733289446149554,0.0234150047465967,0.23387139244417174,0.10071885886312533,0.19458558889535757
0.06119691374156397,-0.19140702775381144,-0.12788258720846737,-0.28870363772173463,-0.12169289890723893,-0.025236953592076547,-0.06754072235851753,-0.27755062705592104,-0.16988041715801888,-0.13280888077635203,-0.05976534796305029,0.003887176513671875,-0.1219421448914901,0.017450482657786166,-0.13850835959116617,-0.1962663822264468,-0.1936959638282167,-0.21705492008367233,-0.22163142154091284,0.09419239135015578,-0.31871724446614585,-0.19741215656713113,-0.09723431889603777,-0.1562181697172277,-0.2889617681503296,-0.04842430526290197,-0.26380252344002997,-0.1313092543782177,0.07173765807592568,-0.03993767589779954,0.034999640279226175,-0.1870032340421805,0.05594421675984893,-0.23940067426532718,-0.10277686159834902,-0.2028600165184508,0.1869200682028746,-0.21963274680961997,-0.19215785435267857,-0.1706550465842892,0.03746105375744048,-0.18326103904030538,-0.23897730220447888,0.021216372226146942,-0.10482495947729183,-0.0018982696533203125,-0.2774681817917597,-0.30193877524517954,-0.242407551518193,-0.1421013471815321,-0.09705446826087104,-0.028864586642044224,-0.09035237630208333,-0.12612091180489543,-0.1417607227003718,-0.24557202455227967,-0.1877221563254973,-0.3036013325368326,-0.3151036138119905,0.12152346249284415,-0.28746824553518585,-0.018662759674465196,0.048023202324991174,-0.14604838913035506,-0.24344619279055252,-0.17830242768177013,-0.15181451510888924,-0.13114519859557827,0.02217074408047441,-0.11369438848551913,-0.07884926266140407,-0.22583746803181054,-0.14271772904829547,0.09303367684740539,-0.11744115050409881,-0.2193453834170387,-0.18822052899528952,-0.1937738094689711,0.00940523976865022,0.037308902026497746,-0.028025650625745652,-0.2675869084205948,0.04738145169958604,-0.08140026509520495,-0.08012629528434909,-0.05261473882765997,-0.36341311082307876,-0.11239430475375645,-0.21855830344833246,-0.1356592266376202
-0.02823327292858715,0.1473388671875,0.07071313297047335,0.11428952733159581,-0.07276806650282461,0.265761845548388,0.16184450475181023,-0.03274865903352436,-0.10859776143008058,-0.026230427048961568,0.14109001594804538,-0.12452085569956417,0.05582570615022079,-0.00808670815457119,0.24917868773142496,0.009714289299119706,-0.12217257504172169,0.043515507286116924,0.00797777677837171,-0.059541475205194386,-0.09659464518229166,0.3217503655817091,0.153343448793985,-0.1178616018856273,0.024314023554325104,0.19564711701325857,-0.19267575357862088,0.04606304959767425,0.27283020981219636,0.0068646914994896354,0.3741901104266827,0.03836971334277782,-0.41891627741085974,0.1339969499736813,0.031187986716245994,0.022477413745636634,-0.0873369396242321,0.1068842613090903,-0.02243272690545945,-0.02849331894361904,-0.11987018585205078,0.09367791378136837,-0.14717445373535157,-0.04940141718438331,0.0881197482724733,-0.10019888877868652,-0.10379039024820133,0.08200518831293634,0.04246864789797936,0.11250239902072483,0.016910900672276814,0.08973514332490809,-0.04388530581605201,-0.0131195706559678,0.09780357544680676,0.04321931405042214,-0.010401744919129643,-0.0277823726023276,-0.007112088410750679,0.0049417429956896556,-0.08726430661750562,0.10156515227878554,0.10080035796946725,0.029708056382729973,0.057786862874768447,-0.10357813545353504,0.06428731414320556,-0.009314166900774115,-0.020969077584824126,0.08679239848661705,0.19445405183015047,-0.011205510708248668,0.19853166060014205,0.019692587196280104,-0.007364454403729506,0.08276386715116955,-0.11084282818962546,0.05802039380343455,0.12288234544836957,0.054908099658986464,-0.011393805442772475,-0.03936578446075696,0.3032617484573769,0.07444648511014004,-0.16959324661566286,-0.19586101713634674,0.3794243284561092,-0.11786690433468439,-0.05880019244025735,-0.3617066133939303
0.035249880222087734,-0.10339830222639065,-0.1817785375258502,0.03984459550865801,0.11275446767042457,-0.08784853796444028,0.09744575314405488,-0.05990803367213199,-0.007757126910131682,-0.10839342626725665,-0.018781799780551924,0.07084479186212131,0.016727231896441916,-0.04608529337336508,-0.11395808060963948,0.0401409564990003,0.2189084979849802,-0.08479351969160272,0.007215158562911184,0.17421876816522508,0.11221570332845052,0.04376335733944608,0.12223253017518579,-0.14272963579963235,0.01872832328081131,-0.17482311201293438,-0.0658503814064777,-0.07572172314340618,-0.0941123321276753,0.04858789491893059,-0.12836842946876767,-0.1012703762995288,0.15469754476682834,-0.05574496925299895,-0.07430185823359041,-0.1652843231850482,0.15832891219701523,0.19462656570693193,0.02376115889776321,-0.012168068417234917,0.03294059208461216,0.05521018288352273,-0.11607788692821155,0.06331836619275681,0.01620232304440269,0.01688667297363281,-0.05569751246445844,0.09030079943068484,0.026004791259765625,0.004213697645399306,0.017467750443352595,0.044547229489653166,-0.25580488466749,0.0024683557082491683,0.0543278613722468,-0.03331231818628059,-0.0754722380733873,0.034141600601316435,-0.029222455232039743,0.13052248680728606,0.012070241600576074,-0.03513567028127515,-0.027710478184586863,0.087661796892193,0.018078980986604987,0.059512744292369864,0.11764277324775341,0.18833804892622716,-0.08040628110728978,0.06900789610732942,-0.10879057425039786,-0.08763416786364911,0.09843783291903409,0.04244011695231866,-0.075803817158014,-0.02634086608886719,-0.10140859379487879,0.09622150397150771,-0.04311887077663256,-0.013449847379470255,0.07006704396214979,-0.1049515299436425,-0.01087064658646035,-0.03687623058736083,0.08429113699465382,0.16380061195010232,0.06733225548216201,-0.013014503636543027,-0.026720287419166884,0.1352076691847581
-0.22166639874238922,-0.23339632645394037,-0.1046176087622549,-0.2076506924319577,-0.3508295630603903,-0.12085485682241234,-0.10820613954125381,-0.30655019659745064,-0.1830361804122445,-0.2502723836010287,-0.04590553022609464,-0.16188863062962694,-0.12652995897376018,0.04166453072194303,-0.03605405489603678,-0.1920073292266701,-0.28877809909587737,-0.3423313389163046,-0.12814512754741467,-0.26490029834565665,-0.36139490763346355,-0.11576662358549453,-0.23880290791271178,-0.44537021412568933,-0.34009836916811764,-0.16944312257885438,-0.3973536614926986,-0.16854827195268623,-0.08570053998161764,-0.16155821833778267,-0.3191028784842513,-0.3649795600651626,-0.09850208228233301,-0.2335827333707336,-0.1552724349193084,0.007318878173828125,0.008026693621252337,-0.32226402476682503,-0.16027886526925222,-0.2188986408917201,-0.025193617457435244,-0.23985415371981533,-0.29843361594460227,-0.026321788544350484,-0.17484254474881328,-0.3504185676574707,-0.23816608247302828,-0.21449284654982548,-0.08129659111117139,-0.35391173892551,-0.1812041335635715,-0.17223113960873296,0.01250315647499234,-0.020088050755257842,-0.3019684021731457,-0.5201350620814732,-0.1814052474546624,-0.23098777410552257,-0.22489486362623132,0.06704698759933998,-0.23154788547092015,-0.05571605412233541,-0.05298054150942355,-0.17819572054724178,-0.17883967370102086,-0.33572179046125045,-0.03642016000698267,-0.23843148636491332,-0.4732999202709843,-0.10095281431660849,-0.1912623158207646,-0.34208827168417616,-0.26862748579545453,-0.1476180050351204,-0.09113211027333434,-0.2394910903204055,-0.055340755687040444,-0.3792293716526631,-0.22523365850033966,-0.12467556713736631,-0.08247958028257774,-0.29624065431226204,-0.20825445124533323,-0.07679338493810492,-0.2092938520470444,-0.24845117841448103,-0.22055404073690651,-0.2809536464094764,-0.12491684601086528,-0.0870370131272536
0.08401080028551845,-0.06640650925127048,0.02989960090786803,0.08045336900851427,-0.03946396067172666,-0.03049391983820239,0.18871772580030488,-0.06251879240337171,-0.11385345458984375,-0.07629506484321925,-0.04537011280712519,0.14310591918412255,-0.09968274987262228,0.10106416766563159,-0.11396812399228413,-0.1514597345867428,0.09874607139909772,-0.03668104544193787,0.18437375520405017,0.02354755855741955,-0.16801259358723958,0.023258024884253433,0.039088179425495424,0.04380582921645221,0.08624939620494843,-0.06432548301348548,-0.05070842485971402,-0.06406654850129158,-0.1480131710276884,-0.06345814077099364,-0.1433829052955317,0.03672294445636561,-0.38772102102849154,-0.12134971348106438,0.000905664558084602,-0.08934965742395279,0.005544996669149807,0.21231357121871688,-0.11050950913202195,-0.06860384637909818,-0.14364642188662574,-0.049495211514559656,0.006332345442338423,0.009517458651928191,0.026001652584800236,-0.21397509574890136,-0.10032464046867526,-0.0798653541727269,0.12461570457175926,-0.22734393649631077,0.05364113383822971,-0.21756776063912467,-0.06900446087706323,-0.056043936725805016,-0.029233576303505034,0.035390823606460814,-0.29645627186480294,0.041624970323457494,0.04089337224545686,-0.032571726831896554,-0.14721496659095842,-0.06658989574776188,0.010607250666214247,-0.013081904308337002,-0.11770524683686875,-0.08277960508567853,0.025997468226931872,0.06349965970810145,0.22036196298645314,-0.012093335213745839,0.11164813571506077,-0.0035710356160664238,0.17215389078313653,-0.05111864072467209,0.14425919761120434,0.019794427780877977,-0.07804466696346507,0.06275608854473762,-0.2766470701798149,-0.04279482428402824,-0.05099943940862646,0.08292965127640411,-0.2517322607799969,-0.03145784694656187,0.07051559005464826,0.1784480503627232,0.027903184358654104,0.03231366053443391,-0.0689338555856913,0.11553304818960336
0.27340115291971556,0.18998657152490708,0.12390563067267923,0.18401036118016098,0.22432074566933677,0.4148728993017349,0.3074722476121856,0.14743064077276932,0.27499094549215064,0.0095954207900148,0.3310519606441599,0.26043681182195005,0.1176571389903193,0.1394373004356127,0.1419937014579773,-0.05136028850248075,-0.029211339816241196,0.28968474709776026,0.13215753655684623,0.3029856454758417,0.08233993530273437,0.19222078618315078,0.3593664712053004,0.00533606585334329,-0.006102195009589195,0.35298277035788383,0.0008477818780612452,0.35985614407447075,0.29917462132558104,0.20549724329656094,0.26436818670902856,0.19447237814488433,0.21084395856088936,0.047418408360041624,0.2749658405271351,0.18483191956865028,0.3534189860026042,0.19190843226545948,0.10020143418085008,0.3400501626075348,0.06704219182332356,0.12347897616299716,0.10947834361683238,0.3031424664436503,0.2898398773579658,0.18335538864135742,0.13677673599346965,0.15596360551550034,0.25609767584153165,0.07902825249565973,0.5235787497626411,0.2520925990437966,0.3014658011642157,0.27984787393432153,0.21062487866505084,-0.058661526473110945,0.28082845297204445,0.06212859266386257,0.1870899200439453,0.24902453367737518,0.2476395693692294,0.21100494482998172,0.35916004073148394,0.32530482833933944,0.2468411947034069,0.23360801401717887,0.3108642261880667,0.35546056320678154,0.458697369709107,0.27450333544488487,0.1374958179615162,0.1420705136696854,0.13533004760742187,0.006866227596177967,0.17432314913037797,0.17323710123697916,0.05397648530847886,0.05750754494337166,0.13660671399987262,0.2814895099497096,0.1779022216796875,0.23212743807239694,0.1929248033371647,0.2781792613658828,0.41411582791075413,0.022325788225446428,0.20413789217052541,0.2163909529514369,-0.008226250400062368,0.25241004356971153
-0.3214352746524721,-0.1996960686248483,-0.42363010481292124,-0.2821523492986506,-0.09073246179250725,-0.22980617469465228,-0.06709010426591082,0.29700333444695726,-0.036916360915082054,-0.028799139935037365,-0.4220659234224617,0.0565318561537297,-0.12530683434527853,-0.20119364877765097,-0.3683840036392212,-0.4768828622537767,0.006796142864675029,-0.08976271589832192,-0.6049163818359375,-0.011000610533214751,0.005013969739278158,-0.4676547492902303,-0.24912717865734565,-0.06411770091337317,-0.3520239293575287,-0.057135775870802,0.12706171539781008,-0.056976454598563056,-0.09924832512350644,-0.4354535970256556,-0.2575509947349583,0.024759198518077355,0.26223338158774717,-0.06645409604336353,-0.21111802973298946,0.16570049854035074,0.00552469237237914,-0.34064109446638724,-0.04856451125372024,0.06058391945899567,0.29874367940993535,-0.2948630824233546,0.08734760284423829,0.01876561590965758,-0.3087142751186709,0.014155750274658202,0.11302441966776945,-0.47072874028631984,-0.07943327632951147,0.003840226067437066,0.03891098499298096,-0.13117439771606024,0.12127218059464998,-0.11413862859341581,-0.14002046240381447,0.14806478994864006,-0.23429833837302336,0.09563298863688792,0.12142937701681386,-0.0928118256316788,0.12056289056334833,-0.24246815038852937,-0.3424628521762999,0.14916682355280772,-0.24674983860291155,0.017176717684413846,-0.3786972915570353,-0.21670729057973923,-0.3617693767455465,-0.3268364900667992,-0.6740392755579065,0.1500508090305756,-0.5223632118918679,-0.23172053065868692,-0.6882523012832856,-0.09871866135370164,-0.005104872759650735,0.1445371999680621,-0.050580833269202194,-0.5966480275526403,-0.23144615812254657,-0.3979036026642102,-0.41963027008866843,0.0996987655577872,-0.01591744714853715,-0.26192656017485116,-0.6860217311351596,-0.20387677668118548,-0.3594421899619223,0.2800092961237981
0.06997720064691534,-0.024547058401755917,0.062053987091662835,0.15543685847030572,0.07769445427359407,0.1415765251911862,0.1399480121891673,0.22411168750963714,0.09464465447191922,0.13695827033949196,0.11014364336833302,0.1512467496780329,0.16519113623577616,-0.033906733052114425,0.11926025152206421,0.22321696530021198,0.1650227470577043,0.1564550004767243,0.04168841713353207,0.36456861950102304,0.15403199513753255,0.20038650453705148,0.2528729322479992,-0.029207925235523898,0.07476821541786194,0.11960831321621337,0.1456999704627793,0.18361531973983836,0.2560986110142299,0.04721422051664573,0.31937499930955704,0.029770205373721274,0.08151857999828754,0.21875022320037193,0.14113856584597856,0.24374633139752327,0.0003946907499916533,0.33234974489373675,0.3102214994884673,0.11544275008185062,0.0480145499819801,0.1712435635653409,0.12670364379882812,0.04758991484946393,0.13981394224529026,0.20982158660888672,0.22126457318156756,0.05890736681349734,0.1961050151306906,0.2347294447157118,0.09472807910707262,0.1258684046128217,0.05816796246696921,0.07851157532898645,0.11085211512554123,0.09199389704951534,0.17183884463635793,0.10728478619432825,0.21918140908946163,0.05126878584938488,0.16599554967398594,0.14157084845677978,0.11923116479216322,0.07195549727605542,0.13620261556094454,0.12888055875156465,0.12950533535814038,0.2988219936144406,0.04424320902801366,0.15056402443428718,0.1720670329199897,0.12705624157003223,0.1616500646417791,0.34138271786751,0.05383958950848647,0.16762520926339286,0.23602384679457722,0.06855981454909223,0.14533003516819165,0.09456271411263369,0.06534497491244612,0.15317508953960002,0.09681291495804238,0.14496958497082174,0.22964376332808514,0.12464654105050223,0.10847253758508249,0.031517017555799456,0.1532672673714261,0.20215655987079326
