Calum-Scott-Dancing-On-My-Own,Billie-Eilish-everything-i-wanted,24kGoldn-Mood,Alec-Benjamin-Let-Me-Down-Slowly,Axwell-and-Ingrosso-More-Than-You-Know,Bruno-Mars-That-s-What-I-Like,Anne-Marie-2002,5-Seconds-of-Summer-Youngblood,Billie-Eilish-Khalid-lovely,Billie-Eilish-bad-guy,DJ-Khaled-I-m-The-One,Coldplay-X-BTS-My-Universe,Conan-Gray-Heather,Cheat-Codes-No-Promises-ft-Demi-Lovato,Calvin-Harris-Dua-Lipa-One-Kiss,Camila-Cabello-Bam-Bam,Doja-Cat-Need-to-Know,Calvin-Harris-Feels,Charlie-Puth-Left-And-Right,Doja-Cat-Woman,Ed-Sheeran-Perfect,Farruko-Pepas,Ed-Sheeran-Shivers,Ed-Sheeran-Galway-Girl,Future-Mask-Off-Official-Music-Video-xvZqHgFz51I-,Elton-John-Dua-Lipa-Cold-Heart,Elley-Duh-MIDDLE-OF-THE-NIGHT,Ed-Sheeran-Shape-of-You,Dua-Lipa-Levitating,Dove-Cameron-Boyfriend,Imagine-Dragons-Thunder,Imagine-Dragons-Bad-Liar,Glass-Animals-Heat-Waves,Harry-Styles-Golden,Harry-Styles-Adore-You,GAYLE-abcdefu,Imagine-Dragons-x-J-I-D-Enemy,Harry-Styles-Falling,Harry-Styles-Watermelon-Sugar,Imagine-Dragons-Believer,Kendrick-Lamar-HUMBLE,Kali-Uchis-telepat-a,Justin-Bieber-Peaches-ft-Daniel-Caesar,Kygo-Ellie-Goulding-First-Time,Lady-Gaga-The-Cure,Joji-Glimpse-of-Us,Khalid-Young-Dumb-Broke,Jaymes-Young-Infinity,Lady-Gaga-Bradley-Cooper-Shallow,Kygo-Selena-Gomez-It-Ain-t-Me,M-neskin-Beggin,Lil-Nas-X-Jack-Harlow-INDUSTRY-BABY,Lewis-Capaldi-Before-You-Go,Lil-Nas-X-MONTERO-Call-Me-By-Your-Name-,Lost-Frequencies-ft-Calum-Scott-Where-Are-You-Now,Marshmello-ft-Bastille-Happier,Marshmello-Khalid-Numb,Lewis-Capaldi-Someone-You-Loved,Lil-Nas-X-STAR-WALKIN,LISA-MONEY-,Marshmello-x-Jonas-Brothers-Leave-Before-You-Love-Me,Panic-At-The-Disco-High-Hopes,POP-SMOKE-WHAT-YOU-KNOW-BOUT-LOVE,Post-Malone-Swae-Lee-Sunflower,Olivia-Rodrigo-deja-vu,Regard-Ride-It,Powfu-death-bed,Oliver-Tree-Robin-Schulz-Miss-You,Olivia-Rodrigo-traitor,Post-Malone-Circles,Taylor-Swift-cardigan,SZA-Good-Days,Tate-McRae-you-broke-me-first,Selena-Gomez-Lose-You-To-Love-Me,Taylor-Swift-Lover,Rosa-Linn-Snap,ROSAL-A-DESPECH-,Taylor-Swift-Delicate,Taylor-Swift-The-Man,SHAKIRA-BZRP-Music-Sessions-53,The-Weeknd-Save-Your-Tears,The-Weeknd-Blinding-Lights,Taylor-Swift-You-Need-To-Calm-Down,Ti-sto-10_35,Ti-sto-Ava-Max-The-Motto,The-Kid-LAROI-Justin-Bieber-STAY,Zedd-Alessia-Cara-Stay,Ti-sto-The-Business,The-Chainsmokers-Paris,The-Weeknd-Out-of-Time
0.0470549646230968,0.01218517015302299,0.041585935040030685,0.04413114457699622,0.06617023861268852,0.06724028602653817,0.07626113804146775,0.05389760802352999,0.03192451156971348,0.03341675410710586,0.04627633556758661,0.04950704201885057,0.04222091594363877,0.06437618958562961,0.06470324581754026,0.06569327579054804,0.05839825435161638,0.07180528670596913,0.03992260149693808,0.05310282417468842,0.042878141424551146,0.055244508900479175,0.0924004105229252,0.0642571414928794,0.015024210089986698,0.044456678231808884,0.03993861635846352,0.047530144408837516,0.060332846177589584,0.0729742217403608,0.030219626391473027,0.03782308087875529,0.03667886896318407,0.0488840609120897,0.06008982679890633,0.06836052110495454,0.07513536569488449,0.034514081619605015,0.061567441448307135,0.05177462345640879,0.03300482073682615,0.03568774305995431,0.040277880485112105,0.07276828251867347,0.04652922849196022,0.03642352416391165,0.034227347283806345,0.044614524851613775,0.05014795932316469,0.06951793313747603,0.05077549532286339,0.07788717385106977,0.038396463232592305,0.07736586395618632,0.03731526162525451,0.06028360843720574,0.04539663710289943,0.04419420221041869,0.06523246451691789,0.0922820714030962,0.05124663449382027,0.0973384232710313,0.06000112027018713,0.04311334648205403,0.043026730507924105,0.048873266323219165,0.04429869301796423,0.07001510420214212,0.03534631075574277,0.03818612488619462,0.03629218616553136,0.039729288678515315,0.030339685557252128,0.04268578187800977,0.04431262573815876,0.04834163305923507,0.0601821608053239,0.0367443971495747,0.0636827616651464,0.03975423826357548,0.046957644926521325,0.039109743913937386,0.05142014047436135,0.0407538290218454,0.046634603365013745,0.05287584039006883,0.07571143397131785,0.03733560092394742,0.04707442451111391,0.04601287372055299
0.017267295743846032,0.0772221971114822,0.05708447026957461,0.07617292714061256,0.07545052951717646,0.06845947080783016,0.11803046487448987,0.05695747719147026,0.07134121493741931,0.0857689592372096,0.09003906780736627,0.07886816656625065,0.0649043633726635,0.05916927244571805,0.04897800586980768,0.043686807783032536,0.10457016583698266,0.07991347987537034,0.08582203673136671,0.09220562345886021,0.05409175785622628,0.06973452012354764,0.10667904417479052,0.08692277257141616,0.07933509811052086,0.06361529716284345,0.07367489216579667,0.08383748451455346,0.09521925115500895,0.05595794367338773,0.10823401048569502,0.05298694603351109,0.1075240841284896,0.08345290888935523,0.05921532352654971,0.06069388026803643,0.01522329153924724,0.0620864724192786,0.07307455921155037,0.055383113456808075,0.09174105841728339,0.06175375492245511,0.08126507820885386,0.03742877389048313,0.046404686272536674,0.039618701233765964,0.07487504610944291,0.06398921459848175,0.030555129619788474,0.03775956926406201,0.07524305505768317,0.055670535201026765,0.07476619251102959,0.05658529986186552,0.06815938000808716,0.1130321631101757,0.08763883617217307,0.04601293738911165,0.08096457421774296,0.03409496257958368,0.07743717521370898,0.08376971866679792,0.07030043408652677,0.07588553969164727,0.0350220348174243,0.09134684093015998,0.0353489848549992,0.0904126163008482,0.051648489726376465,0.13340189003852462,0.038533381994371126,0.04130689790485858,0.04819413680282497,0.04328262621629378,0.024179849666275326,0.04193980793967747,0.07201626901019018,0.043936675572216234,0.0625188535710602,0.10423411861199144,0.052917585579938656,0.052108727306109874,0.033803714447342446,0.11317589780355639,0.10012832456532281,0.0667447280775155,0.07461035709177542,0.06066856560956529,0.06174344544288905,0.05717283873339278
3.200713002662082,3.099331105220786,3.1854883045791236,3.1876869117263227,3.199941854423297,3.0493636927338903,3.2089663879575636,3.1314177713234876,3.247423954702065,2.9365964970934835,3.1738830855343814,3.1499014974768933,3.206924181286741,3.1500988817636113,3.114565754901755,3.125282822938237,3.187874752171855,3.032201435704585,3.095838650452972,3.0066391671707104,3.2369783379762054,3.140430894985717,3.1459900158701988,3.176798274026281,3.1717150769965916,3.171322487225437,3.2137247722243534,3.1123773952662344,3.1595064750332806,3.1947284024109615,3.2106475884938894,3.1816097336346383,3.157497207679284,3.1796532506769277,3.1699281267800212,3.1835654376959504,3.1072452601948695,3.2505351142701033,3.186650996621087,3.1474823597804633,3.139768895747682,3.1313596941932937,3.187184516371172,3.1685661341448195,3.1217644925674244,3.2230779157463156,3.147759255843712,3.204916044370811,3.2407768129708696,3.200925386430973,3.1455616854699353,3.1660123384268055,3.2045099508356887,3.1771256102762417,3.179687177083902,3.2072357086581995,3.12976175672134,3.2266069875784646,3.204848229700748,3.096859583527736,3.1659977006404025,3.223004371966191,3.1676817950339355,3.1200928535702492,3.2000360210042835,3.1575942604421816,3.1483096516078954,3.248769660229467,3.2170662300788093,3.170332040080342,3.1861258366115326,3.180196247770201,3.213827050127873,3.2137546280591684,3.143348898090209,3.1291241010688804,3.0274961940882905,3.11073329581358,3.131982644469034,3.157745144144908,3.1784816461362775,3.199137474238255,3.1560170486754595,3.205359019410836,3.1809174154416295,3.132223456971984,3.135102473466445,3.123242214084732,3.2414844879529445,3.1512000231321022
0.10773322654459672,0.0724812277838145,0.13161583510809016,0.12946161625190983,0.15536714599513388,0.16570076026299635,0.184378384946202,0.13418392625258715,0.1010657805403738,0.12025405658813303,0.14076125323156935,0.13085090808506797,0.12381619601918153,0.1568858371905806,0.16235925382365737,0.17533173892829274,0.17710968275665484,0.15477455917742935,0.1160369142699909,0.14776362405676555,0.12396934039122395,0.15883639192336105,0.18862766696858252,0.14336349795294254,0.10510661695363996,0.13349395531251265,0.13118626788707716,0.1259120284060914,0.148322981111174,0.1651222590244794,0.10496931337121036,0.12106477047677722,0.12349325755176892,0.14297380710532945,0.14923551260622023,0.15408379354058535,0.1687242922055961,0.09834581293791964,0.14528354577104383,0.13697690087492922,0.14180358835931953,0.11429544521163741,0.12249694604904876,0.16717255090136834,0.13413470775147818,0.10858661629198801,0.11263270924777315,0.11009089992484186,0.1276864987421446,0.16238380153358367,0.1340777701965061,0.18245995684184507,0.11865115263006731,0.18295867282938474,0.11694778425219197,0.1545415618096659,0.12651840661613234,0.11106286115457349,0.1504037824589826,0.1832854979315662,0.14105950048459204,0.1796986121314426,0.14870872481736194,0.11447228255093092,0.10906984768452457,0.14981356638938884,0.11841925590977194,0.16703736184544832,0.09977874583655612,0.11247937754292903,0.1010381855436898,0.10689489303544496,0.10725890529637479,0.1225578553213109,0.11755722091426016,0.1276390392122834,0.1730905042157615,0.12759554408792367,0.1496413870628783,0.13084319365482247,0.12031911718014973,0.11192422103447539,0.15527401533021623,0.13771161186204958,0.13921129779788424,0.1336625539042165,0.1648214337944004,0.11041072256554102,0.15355049395267717,0.13140963574165213
0.14946494161495716,0.14337659012086162,0.16215116117962095,0.17549706387393765,0.17580483603813696,0.1809843353929892,0.18442967921308734,0.16460360008374025,0.157907582562672,0.17095443200485347,0.17196068907598164,0.1675538832060256,0.16583197818069179,0.17564031881915532,0.18254820083746817,0.19602996112004323,0.1942305585616769,0.17681895143500506,0.15985494213679538,0.17774682861580993,0.15993101763410986,0.1798245641722672,0.17801100839459413,0.16402014533024706,0.16744245735252636,0.1603645078949419,0.1732573700583155,0.1594201918758875,0.17041606361937012,0.1782428949813252,0.1522150304117493,0.16865882568301485,0.1659532876883943,0.1812656172557478,0.17102443586652416,0.1696543802879528,0.18252405026860333,0.1478719261521448,0.17001878084045427,0.16506606183615607,0.17818823734860187,0.1615805834437766,0.16667350851872587,0.18416163393716076,0.16859226894061644,0.15841900861922031,0.15882187580074256,0.1464456438727844,0.1602078528379787,0.18350471959059722,0.1647849975385225,0.18308039169889248,0.16241869558005784,0.1886521212668359,0.1657063425802326,0.17917579871325298,0.16027169681202727,0.14788054524697763,0.17071220654787791,0.1662247946391838,0.16469341736515705,0.17869056807327338,0.16406555996449093,0.15265158323107364,0.1485508604189398,0.17812978354949532,0.14650063371746913,0.18062007842054384,0.14634420318806785,0.1617738098784111,0.15065210311781713,0.147792684758532,0.16044949241941464,0.1645407672989512,0.1578568897836605,0.167309581177041,0.19135717578844924,0.17290287883547278,0.16821516057073455,0.17396485595662226,0.15350147309892676,0.14856868862127945,0.18123775817065324,0.18058023086360672,0.17097503409942902,0.16487883569523215,0.18448981227454245,0.15387264064162023,0.18538875048023648,0.1661687282428969
0.3328640795372644,0.03226744791579066,0.36224310636729273,0.24989960145158974,0.5507721444931928,0.5463093195672354,0.6691152378375991,0.4722737233141293,0.15021331888343087,0.23983411845869237,0.40166341782401266,0.35554722746762296,0.28756049988831967,0.5231639300267944,0.5472130972236829,0.49209856131586016,0.4409309496971769,0.5417513357750403,0.20379084931102454,0.41432444713336236,0.3521123258825474,0.5119301993767699,0.9258724351591929,0.563829307101858,0.10645727671938944,0.34108754166052646,0.2747361873027299,0.3652660988313029,0.47626310237256286,0.5329751958395029,0.24376657697638748,0.2831339429074091,0.2566680328551263,0.3058361646109985,0.49453343152051327,0.5564463560765828,0.7035988575289219,0.18335164395861211,0.4286737937547441,0.47127358400300146,0.32458916519061826,0.24299968171499403,0.24659693167281863,0.5315980524706333,0.3313604389136304,0.18606739140652656,0.2528020061145317,0.31598376087407537,0.32695536232715133,0.5786360152336175,0.439769234480889,0.7319187609532728,0.2738392245439271,0.6295886744926785,0.2060802481111274,0.5407683042319343,0.30294531426951005,0.3472922230370744,0.46670649910037515,0.9282415278788291,0.4286750832873591,0.8448084776840787,0.5707936019627535,0.29507324522420314,0.26177912902710765,0.40649916569959427,0.32407941568062776,0.6003524198436301,0.1808213079879582,0.22899546044784255,0.19667289464780077,0.2795012319238888,0.18156741238460952,0.3142192728975836,0.2927821763839826,0.303082928716625,0.47268192465420084,0.2511167224362492,0.5644108600311089,0.253255512122386,0.3639915978148614,0.30941024959641783,0.44366446904311696,0.2603508125936044,0.34597844478295475,0.36428847281859233,0.6112257140754517,0.2583015566788097,0.36245287694293926,0.364578963782757
0.00362877966638574,0.007568732707959232,0.003436535689729455,0.003820258710032248,0.003097570278657539,0.0031644898200711854,0.0025898246846382963,0.0036773687513028254,0.004378042040628929,0.00811932923056384,0.0028619317842315034,0.003097516980844827,0.0031294323675101214,0.004264435952425784,0.005149519547236985,0.002742844083966216,0.003058435529772039,0.0026777742373985313,0.0036721226357562128,0.004321035159936537,0.0027871116551402945,0.0036504352638832027,0.0022494339595300877,0.00213736269816581,0.006974042762103558,0.004578232386600733,0.0029511921039851014,0.0032696841783412156,0.002780063017734982,0.003192051517394871,0.0037897977088513675,0.003914950814849283,0.00437756833196175,0.0031380804395107174,0.003245851408161799,0.002758994818612676,0.0024545384435794974,0.0033454849488021676,0.0031029308572702924,0.0029098123491979335,0.005046883861194264,0.004327837521641772,0.0036563496689520137,0.003556381099505602,0.0035749028745172243,0.0026109052216276504,0.004401837731146176,0.0030280063987562222,0.002368893086912302,0.003090120668375787,0.0028496072084323756,0.003614918394593482,0.003918459644848905,0.0023498658104506858,0.0054059048772742155,0.0028928891796841457,0.00363251290181355,0.003561054928822021,0.0029440584926199173,0.0029668486539537508,0.0031428736510885646,0.0014451708200190888,0.00306155416416222,0.0038378846575291867,0.0033218369393375803,0.004140943616954145,0.004704370036314282,0.0022226035702604696,0.0033016606311769762,0.0038871336014907796,0.002928927461030245,0.003735220813060932,0.003484774298099122,0.002987870705444998,0.0029908895865279244,0.0033688906449938676,0.0047805668143600455,0.004166786353843782,0.002915600023447482,0.0039460186238614685,0.0032266490732775696,0.0031032691087858125,0.0041079076158720175,0.0046203135460244835,0.004735509145132035,0.004206865275186812,0.003201672581394534,0.0045563995056322045,0.0023900218237374623,0.0032404520859047356
0.07621843110564915,0.014963914415668803,0.06363148489324856,0.059105897434865926,0.10356540276929486,0.09960480076290931,0.12483002377739219,0.08268736022250243,0.04230411375512936,0.050711981834691534,0.07409213658221271,0.06456280361006841,0.054132093989017846,0.09705523066926576,0.11395518478022948,0.09249705364601982,0.0793275988081183,0.0968039091964376,0.04948815491108724,0.07778266292427342,0.06646494998817523,0.0909836950653277,0.18249605606653688,0.10241403508771932,0.01856159281619484,0.06322304360340628,0.05052064573943317,0.06873126177637456,0.08530055296972591,0.10127587877256165,0.047934995960697474,0.05176492445810107,0.05039508599259039,0.057364944002967634,0.08660558404781978,0.1055509292224676,0.12913305181065704,0.04991029455195697,0.07752550941475633,0.08246906491596559,0.04662127037903435,0.04826941302836924,0.05440919690830182,0.11096446855845353,0.067162426095473,0.04730385181513001,0.051894532939250004,0.06431163944274451,0.07067130191069071,0.10162616300688754,0.070710487835075,0.13354997663650653,0.0481576024116586,0.12159986432246028,0.048520761399942124,0.0944347029560062,0.06609998892814366,0.06964176420169343,0.10166359378642423,0.16309794257294588,0.06870451742632193,0.1645848970989233,0.10290900539599208,0.06108569483673912,0.06110442362062793,0.06710222850573727,0.06378550959461363,0.09706647571309227,0.049133237254801676,0.050575778653682665,0.04891345246232464,0.05632884008025401,0.036923246408498,0.06071069499076858,0.060928072322667594,0.06615650896300707,0.08962592871199017,0.04029506390088697,0.09891020735779692,0.05349262189987858,0.06155651579309946,0.058913261789273114,0.07816732080709561,0.04817918684728566,0.06758619369628023,0.07391313324500723,0.11575238117650485,0.0575401798146159,0.06565936571518212,0.0626725340008548
-25.88077349343842,-32.295331012394236,-23.27772704838284,-24.563150983828095,-22.968709920635202,-24.577424244236735,-25.714586992188337,-25.017203969045262,-23.349597427490913,-25.945709496214583,-24.034655281375123,-22.65221241827144,-25.97714563394182,-23.72724722562905,-23.518283197498455,-23.390899534598773,-22.82789819139174,-21.827142730434343,-24.976594126133755,-24.106488567613585,-23.721680670542575,-22.84074158474438,-24.887613994518038,-21.989141428114646,-25.72721857239734,-32.873026819059575,-22.89640405390308,-26.19695865455736,-22.038041991779362,-24.492850310933843,-21.816038374830377,-23.565469259420283,-25.756454616373215,-22.17163373745475,-22.125269037833686,-23.664213439430206,-24.610498776769894,-23.772384326879507,-24.811083447406663,-23.48947279775019,-25.70142850174894,-23.936703955436762,-22.564022579895823,-24.538947810141465,-24.04581079729603,-24.273680661759204,-24.73732334015974,-22.373819289528267,-23.97032386080527,-23.85550415338769,-23.20655718787093,-24.320474213441376,-23.55980334461892,-25.59568575399493,-23.435468532521213,-21.61090185506043,-25.555662532178033,-25.46025801659948,-22.785911759644595,-26.52994179777988,-26.753870891420846,-21.44548933629273,-23.21805444601954,-24.227675883042803,-24.028796325915632,-24.76089694043128,-24.71704404589596,-22.3902129529422,-26.517012920407705,-22.24212923861935,-25.658241165205794,-26.21798713829863,-23.903929019562522,-24.60697274986403,-25.03455334955493,-24.093416890887834,-23.387193582912467,-26.09684435455134,-24.171984599799725,-22.712723860361407,-23.071681850657434,-24.10735257782006,-26.538901394273807,-22.01148694581655,-26.443281186156078,-23.55143772884655,-23.1340927414658,-27.277479729530494,-24.63149397625164,-22.60449925415382
2.1590975380563586,3.1920018314374747,1.807449171888447,2.6664709228279175,1.1055352770643785,1.3689608650716636,1.2926860088669792,1.7575577429865368,2.6608720332321223,2.5698352908135007,1.5281739618978043,2.1234604547339875,2.185220732228276,1.7675791831687506,1.8448464675137946,1.6409130028837122,1.86371599096098,1.5063418260910542,2.2934946414654016,1.9599639373419098,2.3834877974000768,1.5022736641275949,1.3584172248214355,1.50237574486548,2.2446782431753247,2.009134243408827,2.2021488068564574,1.9620344335111515,1.6237243643757577,2.0650796993089604,1.617055739345787,2.1106763156261796,2.4185453596713904,2.249502459623058,1.680832179998846,1.6453166629727785,1.4914078717327135,2.590541302471591,1.7420350360045087,1.277013796109782,1.5642175955929922,2.3001869364741365,2.2891475145500766,2.078156754798643,1.7681540388441492,2.5647245224525266,2.18877439163219,2.2241164417828836,1.4771166672705083,1.7615669909042344,1.70545816329369,1.3834197275706863,2.42570317024281,1.9930175889828912,2.2527390740811266,1.5090817749756784,1.8908461057867725,2.3947211700033613,1.8739568098872517,0.43485313459118446,1.7605636632273394,1.0477297177340243,2.1569601411980974,2.279642970725228,1.892935614280953,2.1437346461162003,1.8602279449103396,1.5178546445481167,2.2851072056516037,2.3617771527935787,2.301408690383808,2.041029836364103,2.915717440105658,2.4781943240361257,2.0773934933062623,1.974968910904512,1.7207103847443153,2.334105162079363,1.4840231402133017,1.8625409637613688,1.5715391401770666,1.9134960610416183,1.7492720560251853,2.0959069295880317,2.0423530894656072,2.0133997158200554,1.6271183522390833,2.192844743516923,2.1343675089507665,2.1192607638581697
